FT
76.19047619
77.5
79.31034483
78.94736842
66.66666667
80.76923077
73.68421053
80
70
87.5
65.38461538
62.5
79.16666667
73.33333333
69.6969697
66.66666667
87.5
63.33333333
80
69.23076923
64.51612903
72.22222222
51.61290323
64.70588235
46.15384615
72.72727273
84.21052632
71.42857143
71.875
89.28571429
75.86206897
85
61.76470588
71.05263158
80.76923077
57.14285714
67.85714286
83.33333333
79.16666667
53.84615385
85.71428571
65.51724138
78.94736842
60.71428571
84.375
84.61538462
65
88
90.47619048
86.66666667
78.26086957
80
90
66.66666667
68
86.36363636
80
85.18518519
63.63636364
65.78947368
82.75862069
82.75862069
56.66666667
86.66666667
73.68421053
85.71428571
68.96551724
82.85714286
75.67567568
75.6097561
86.20689655
72.34042553
84.84848485
80.64516129
54.54545455
73.68421053
84.375
91.66666667
44.44444444
73.33333333
66.66666667
69.6969697
70
82.14285714
72.22222222
66.66666667
81.48148148
66.66666667
78.78787879
76.47058824
82.35294118
55.55555556
84
59.375
72.22222222
56.66666667
85.71428571
72.97297297
65.38461538
82.75862069
73.07692308
66.66666667
73.68421053
72.72727273
79.31034483
85
72.34042553
79.16666667
66.66666667
67.30769231
95.65217391
60.86956522
91.66666667
71.42857143
70.58823529
76.92307692
81.81818182
76.66666667
84.375
66.66666667
64.70588235
79.31034483
73.33333333
63.63636364
81.48148148
81.25
90
76.31578947
73.91304348
61.11111111
88.46153846
52.38095238
65.51724138
68.08510638
87.5
85
61.11111111
68
83.33333333
36.36363636
62.5
77.77777778
85.71428571
88
71.42857143
76.92307692
75
85.71428571
45
65.11627907
58.82352941
75
57.14285714
68.75
84.61538462
80.76923077
75.67567568
75
75
66.66666667
69.44444444
70.21276596
80
92.85714286
77.27272727
63.63636364
68.42105263
76.92307692
71.42857143
76.66666667
82.35294118
71.42857143
73.33333333
68.96551724
64.28571429
68
78.26086957
90
60.86956522
67.64705882
77.77777778
61.9047619
75.67567568
59.25925926
68.18181818
72.4137931
64.28571429
85.71428571
72.97297297
61.11111111
60.86956522
76.92307692
75
80
65.38461538
85.71428571
68.96551724
80.48780488
82.75862069
84.61538462
39.39393939
81.48148148
79.16666667
82.60869565
63.33333333
66.66666667
73.07692308
69.23076923
75
69.23076923
84.21052632
65.38461538
76.19047619
73.33333333
80
76.92307692
68.42105263
66.66666667
62.96296296
81.25
64.51612903
62.85714286
77.41935484
69.23076923
71.42857143
83.33333333
45
65.2173913
81.25
77.27272727
64.28571429
70.83333333
72.72727273
69.56521739
61.11111111
80.95238095
71.875
61.76470588
85.71428571
50
86.36363636
68.57142857
68.42105263
70
69.76744186
63.88888889
76.19047619
68.75
89.47368421
67.74193548
76.47058824
85
70.83333333
71.875
86.66666667
92
81.25
72.22222222
72
45.45454545
88.23529412
68.75
65.625
80.64516129
84
72.22222222
77.77777778
94.11764706
64
88.23529412
84
90
64.51612903
63.33333333
77.77777778
78.94736842
75.75757576
66.66666667
83.67346939
61.53846154
64.28571429
79.16666667
66.66666667
72
86.95652174
72.72727273
68.75
69.56521739
53.57142857
75
82.35294118
52.63157895
68.96551724
81.08108108
63.33333333
70.96774194
60.86956522
45.83333333
61.9047619
81.25
70
88
76
53.33333333
66.66666667
70.58823529
66.66666667
89.65517241
69.23076923
80
61.11111111
84.61538462
73.91304348
86.95652174
84.61538462
71.42857143
86.36363636
81.81818182
79.31034483
83.33333333
77.77777778
62.5
60.86956522
89.47368421
81.25
60
57.89473684
95
82.35294118
77.77777778
47.61904762
85.71428571
61.29032258
60
80
75
70.37037037
66.66666667
100
75.67567568
77.77777778
56.25
74.41860465
60.86956522
77.77777778
86.36363636
70
81.48148148
76
67.74193548
65.38461538
71.875
65.2173913
90.47619048
73.07692308
68.42105263
70.83333333
50
81.25
57.14285714
76
81.25
80.95238095
88.46153846
76
59.25925926
57.77777778
83.33333333
81.48148148
83.33333333
88.23529412
91.30434783
71.42857143
59.09090909
75.86206897
68.75
72.72727273
86.95652174
76
86.48648649
68
75
85
87.5
68.57142857
76.92307692
45
57.89473684
73.80952381
76.47058824
72.22222222
75
95.45454545
72.22222222
78.57142857
72.4137931
78.57142857
53.33333333
87.5
70
85
84
85
77.77777778
70.83333333
78.78787879
88
91.66666667
76.92307692
76.47058824
83.33333333
75.86206897
86.36363636
63.33333333
78.26086957
77.77777778
80.76923077
73.52941176
71.42857143
71.42857143
100
68
69.23076923
82.85714286
69.44444444
63.63636364
72.22222222
62.5
58.62068966
78.57142857
85.71428571
65.51724138
68.75
82.14285714
84.61538462
54.76190476
68.75
54.16666667
68.75
66.66666667
76.19047619
94.44444444
87.5
77.27272727
82.35294118
82.35294118
76.92307692
83.33333333
66.66666667
90.90909091
70.58823529
71.875
84.21052632
78.37837838
66.66666667
79.31034483
89.28571429
76.19047619
68.42105263
66.66666667
56
44.11764706
92.30769231
100
