FT
66.66666667
85.71428571
86.20689655
82.75862069
64.70588235
75
84.61538462
81.48148148
80.95238095
72.22222222
72
88
66.66666667
76
85
94.44444444
66.66666667
81.81818182
86.95652174
87.5
64
80
75
94.73684211
82.35294118
94.44444444
88.46153846
92.30769231
74.19354839
66.66666667
84
82.22222222
79.41176471
83.33333333
86.66666667
78.26086957
57.89473684
80.95238095
86.36363636
75
90.90909091
83.33333333
80.95238095
66.66666667
92
91.30434783
78.57142857
80
78.94736842
80
85
65
81.57894737
75
68.42105263
85.71428571
80.64516129
81.81818182
88.23529412
76.47058824
77.77777778
75
71.42857143
92.59259259
79.31034483
76.66666667
64
67.74193548
66.66666667
93.10344828
76.92307692
52.94117647
85.71428571
84.21052632
82.85714286
93.75
78.94736842
78.125
75
81.25
79.48717949
75
94.44444444
78.26086957
86.66666667
95.65217391
84.61538462
88.23529412
86.20689655
68.18181818
94.73684211
80.76923077
90
71.42857143
79.16666667
58.06451613
84.375
80.55555556
92.30769231
71.42857143
93.75
64.28571429
90
89.47368421
84.61538462
86.84210526
85.18518519
100
78.94736842
75.86206897
82.60869565
57.14285714
87.5
78.125
69.56521739
85.71428571
87.5
66.66666667
81.48148148
86.20689655
57.14285714
73.07692308
77.77777778
86.95652174
79.31034483
68.96551724
84
80.64516129
70.83333333
71.42857143
80.76923077
87.87878788
85.71428571
92.59259259
75
85.71428571
84.61538462
46.66666667
78.78787879
90.47619048
100
71.42857143
90.90909091
83.33333333
90.47619048
82.60869565
85.71428571
70.83333333
76.47058824
77.77777778
64.86486486
79.16666667
69.6969697
82.60869565
76.92307692
100
82.35294118
87.5
86.48648649
81.25
88.88888889
85
83.33333333
73.07692308
86.95652174
71.42857143
63.15789474
86.66666667
80.64516129
73.33333333
84.21052632
93.75
87.5
83.33333333
86.95652174
82.60869565
91.42857143
68.18181818
79.16666667
86.20689655
92.30769231
75
75
76.92307692
72
76.19047619
83.33333333
85.71428571
86.66666667
93.10344828
77.77777778
87.5
86.36363636
72.22222222
93.5483871
86.66666667
78.57142857
75
83.33333333
80
91.66666667
87.80487805
91.66666667
76.92307692
87.5
88.88888889
95.23809524
87.09677419
82.14285714
80
76.47058824
84.61538462
83.33333333
76
77.77777778
89.47368421
85
75
68.75
92.59259259
78.94736842
